TaskID,TaskType,MachineID,MachineType,MachineAgeYears,OperatorID,OperatorSkillLevel,OperatorExperienceYears,WeatherCondition,AmbientTemperatureC,HumidityPercent,WindSpeedKph,SiteTerrainType,MaterialType,LoadVolumeM3,DistanceCoveredM,TimeOfDay,ShiftHoursElapsed,NumberOfBreaks,PriorTaskDelayMin,IdlingDuringTaskMin,FuelConsumedDuringTaskL,EstimatedTimeMin,ActualTimeMin,SafetyIncidentDuringTask
T01606,Earth Excavation,LDR001,Loader,1,OP002,Expert,10,Rainy,14.37,87.34,0.00,Flat,Concrete,9.08,130.05,Night,6.95,1,6.26,11.82,3.62,69.00,69.35,No
T01607,Digging,LDR002,Loader,4,OP011,Intermediate,3,Sunny,20.72,48.18,10.35,Flat,Concrete,27.72,219.97,Night,1.29,0,5.01,0.00,3.02,50.00,59.41,No
T01608,Material Loading,BLD002,Bulldozer,5,OP016,Expert,10,Cloudy,15.46,47.19,14.79,Rocky,Soil,36.61,129.89,Afternoon,6.70,0,3.50,9.64,2.61,36.22,41.01,No
T01609,Earth Excavation,LDR001,Loader,1,OP006,Intermediate,6,Sunny,25.82,61.22,10.43,Sandy,Debris,9.38,222.02,Afternoon,2.00,2,0.00,6.88,4.19,66.00,72.05,No
T01610,Lifting,DMP001,DumpTruck,6,OP019,Intermediate,6,Cloudy,20.12,57.53,13.50,Flat,Debris,45.82,133.16,Night,3.26,1,0.00,9.02,3.26,42.00,52.58,No
T01611,Earth Excavation,BLD001,Bulldozer,2,OP013,Intermediate,3,Sunny,18.86,42.48,9.07,Flat,Debris,20.31,310.31,Afternoon,6.39,3,5.21,4.66,4.53,60.00,73.18,No
T01612,Material Loading,LDR003,Loader,8,OP003,Beginner,2,Cloudy,22.76,67.28,6.37,Flat,Debris,27.35,379.94,Afternoon,4.97,1,2.33,14.88,3.10,31.50,54.01,No
T01613,Digging,LDR003,Loader,8,OP007,Intermediate,3,Sunny,24.33,53.32,15.91,Muddy,Rock,20.04,417.94,Afternoon,6.63,0,0.00,7.52,4.99,60.00,74.85,No
T01614,Digging,CRN001,Crane,3,OP002,Expert,10,Cloudy,6.84,29.69,3.29,Muddy,Debris,42.96,334.62,Morning,1.14,1,4.17,10.17,3.16,63.00,57.68,No
T01615,Digging,DMP002,DumpTruck,5,OP014,Beginner,2,Snowy,3.50,53.58,13.93,Flat,Sand,28.40,446.52,Night,2.62,2,2.99,3.55,5.87,65.00,90.99,No
T01616,Material Loading,CRN002,Crane,6,OP005,Intermediate,3,Windy,19.21,46.55,34.72,Hilly,Debris,17.17,419.51,Afternoon,1.41,1,6.22,7.77,2.52,37.95,43.32,No
T01617,Demolition,LDR001,Loader,1,OP011,Intermediate,3,Sunny,30.39,36.87,12.90,Muddy,Sand,29.95,404.64,Morning,9.31,3,8.45,8.23,6.62,108.00,129.25,No
T01618,Trenching,BLD002,Bulldozer,5,OP001,Beginner,0,Cloudy,21.89,73.46,16.30,Muddy,Rock,8.39,310.88,Morning,9.12,0,6.04,8.83,5.63,56.70,96.53,No
T01619,Material Loading,LDR002,Loader,4,OP004,Beginner,1,Sunny,4.61,45.98,4.39,Muddy,Soil,15.63,269.39,Afternoon,3.04,3,0.77,16.05,2.78,36.00,53.35,No
T01620,Grading,BLD003,Bulldozer,5,OP006,Intermediate,6,Sunny,12.85,45.28,18.17,Flat,Rock,58.02,372.40,Night,4.03,1,0.00,12.50,2.71,35.00,41.16,No
T01621,Trenching,CRN001,Crane,3,OP006,Intermediate,6,Foggy,3.36,56.02,19.74,Flat,Concrete,13.76,419.40,Afternoon,7.39,1,16.15,5.38,3.94,54.00,74.63,No
T01622,Earth Excavation,EXC002,Excavator,2,OP007,Intermediate,3,Cloudy,8.97,35.44,7.96,Hilly,Soil,41.42,445.55,Afternoon,2.03,2,18.68,7.97,4.90,72.45,84.99,No
T01623,Compacting,DMP002,DumpTruck,5,OP005,Intermediate,3,Cloudy,11.08,66.31,0.47,Hilly,Soil,13.75,456.99,Morning,1.10,0,0.00,8.15,4.75,66.41,80.20,No
T01624,Lifting,LDR002,Loader,4,OP002,Expert,10,Windy,19.75,52.74,22.23,Sandy,Sand,21.95,172.04,Evening,5.87,0,17.33,6.75,2.65,48.40,53.66,No
T01625,Earth Excavation,CRN001,Crane,3,OP013,Intermediate,3,Foggy,20.24,50.42,6.38,Sandy,Sand,55.69,336.43,Night,0.04,1,4.39,9.66,4.59,79.20,86.94,No
T01626,Earth Excavation,BLD001,Bulldozer,2,OP015,Expert,9,Foggy,20.37,50.36,15.20,Sandy,Rock,46.51,77.47,Morning,8.05,3,0.00,3.49,3.64,79.20,75.50,No
T01627,Digging,EXC001,Excavator,7,OP007,Intermediate,3,Cloudy,16.03,45.32,18.16,Flat,Debris,56.12,177.13,Night,6.40,1,5.15,7.72,5.23,52.50,72.82,No
T01628,Material Loading,BLD001,Bulldozer,2,OP019,Intermediate,6,Sunny,21.28,68.44,14.71,Rocky,Debris,18.08,22.12,Evening,7.35,0,9.26,4.01,2.82,34.50,43.16,No
T01629,Earth Excavation,GRD001,Grader,6,OP014,Beginner,2,Rainy,15.37,88.10,12.18,Hilly,Rock,51.06,84.52,Evening,7.70,0,1.52,13.63,8.22,79.35,127.82,No
T01630,Lifting,CRN001,Crane,3,OP017,Intermediate,6,Rainy,15.55,74.02,1.77,Muddy,Debris,31.61,53.19,Night,4.80,2,2.90,1.55,3.92,55.20,68.50,Yes
T01631,Compacting,BLD002,Bulldozer,5,OP006,Intermediate,6,Windy,15.46,33.40,44.21,Sandy,Sand,33.53,297.76,Afternoon,1.52,3,3.12,4.59,4.10,66.55,69.49,No
T01632,Lifting,GRD002,Grader,6,OP020,Intermediate,6,Sunny,21.66,44.57,4.25,Rocky,Sand,9.80,321.61,Morning,1.08,3,0.46,9.48,3.45,46.00,54.22,No
T01633,Lifting,LDR002,Loader,4,OP002,Expert,10,Cloudy,8.73,64.33,5.72,Rocky,Debris,20.40,207.27,Night,0.88,0,9.56,0.49,2.79,48.30,49.30,No
T01634,Trenching,CRN002,Crane,6,OP018,Intermediate,4,Sunny,22.36,53.98,14.33,Hilly,Rock,10.89,236.07,Night,5.47,0,4.03,0.00,4.39,51.75,63.91,No
T01635,Trenching,CRN002,Crane,6,OP003,Beginner,2,Cloudy,14.35,62.54,21.73,Flat,Concrete,52.97,414.45,Morning,4.20,0,7.02,6.73,5.06,47.25,79.51,No
T01636,Grading,LDR002,Loader,4,OP015,Expert,9,Sunny,22.41,22.30,13.43,Sandy,Rock,43.42,65.81,Afternoon,0.22,1,6.69,9.47,1.87,38.50,36.30,No
T01637,Demolition,BLD001,Bulldozer,2,OP006,Intermediate,6,Sunny,27.16,37.86,17.24,Sandy,Soil,25.09,30.18,Afternoon,6.55,1,8.40,7.15,6.17,99.00,115.89,No
T01638,Lifting,BLD002,Bulldozer,5,OP001,Beginner,0,Windy,8.60,65.37,23.55,Muddy,Debris,40.32,298.11,Night,3.92,0,2.50,19.67,4.74,52.80,76.87,No
T01639,Compacting,LDR001,Loader,1,OP003,Beginner,2,Cloudy,10.91,50.03,11.03,Flat,Debris,18.54,73.13,Afternoon,0.37,3,11.24,11.40,3.65,57.75,68.01,No
T01640,Grading,EXC002,Excavator,2,OP003,Beginner,2,Snowy,3.63,41.97,25.13,Rocky,Soil,11.90,390.29,Night,3.16,3,7.71,6.76,3.63,52.32,71.21,No
T01641,Compacting,EXC001,Excavator,7,OP016,Expert,10,Cloudy,19.39,44.18,7.36,Sandy,Soil,31.81,227.68,Evening,9.60,3,9.53,5.61,4.38,63.53,77.70,No
T01642,Earth Excavation,LDR001,Loader,1,OP019,Intermediate,6,Cloudy,10.85,83.04,11.12,Rocky,Debris,55.59,465.29,Morning,5.39,1,0.00,12.52,4.09,72.45,79.35,No
T01643,Compacting,EXC001,Excavator,7,OP002,Expert,10,Sunny,23.60,37.57,9.91,Hilly,Debris,18.02,346.38,Night,1.46,1,6.45,9.68,3.34,63.25,54.99,No
T01644,Compacting,EXC001,Excavator,7,OP010,Beginner,0,Cloudy,14.01,63.04,7.47,Flat,Soil,47.67,285.23,Morning,3.92,3,6.79,13.62,4.96,57.75,83.97,No
T01645,Grading,GRD001,Grader,6,OP015,Expert,9,Cloudy,24.82,36.66,17.84,Hilly,Debris,45.18,35.59,Night,3.54,3,0.00,0.00,2.79,42.26,42.67,No
T01646,Material Loading,GRD001,Grader,6,OP018,Intermediate,4,Rainy,21.83,85.77,7.50,Flat,Rock,33.84,287.57,Evening,1.52,1,5.17,2.27,3.17,34.50,44.65,No
T01647,Material Loading,BLD002,Bulldozer,5,OP013,Intermediate,3,Foggy,21.30,73.87,21.80,Flat,Sand,6.74,326.77,Night,2.65,0,0.00,6.10,2.32,36.00,43.50,No
T01648,Demolition,BLD001,Bulldozer,2,OP004,Beginner,1,Rainy,21.80,71.23,9.50,Rocky,Rock,46.84,272.05,Afternoon,3.38,0,4.42,11.90,9.05,119.02,157.12,No
T01649,Compacting,EXC002,Excavator,2,OP002,Expert,10,Sunny,22.64,47.43,6.00,Hilly,Soil,48.59,279.24,Morning,4.24,0,2.80,0.00,3.14,63.25,57.94,No
T01650,Trenching,LDR001,Loader,1,OP013,Intermediate,3,Sunny,19.83,48.88,8.88,Flat,Debris,54.61,203.40,Morning,7.19,2,10.77,3.49,2.94,45.00,60.44,No
T01651,Digging,BLD003,Bulldozer,5,OP017,Intermediate,6,Snowy,14.13,52.27,15.12,Flat,Concrete,31.80,75.59,Morning,1.04,1,6.71,7.97,4.46,65.00,75.91,No
T01652,Grading,CRN001,Crane,3,OP007,Intermediate,3,Sunny,33.43,59.09,4.76,Hilly,Concrete,18.94,245.71,Night,1.01,3,0.00,8.64,1.86,40.25,40.72,No
T01653,Earth Excavation,CRN002,Crane,6,OP017,Intermediate,6,Sunny,22.51,41.90,2.09,Muddy,Soil,43.07,337.27,Morning,1.96,0,3.88,6.83,4.09,72.00,73.76,No
T01654,Demolition,EXC001,Excavator,7,OP014,Beginner,2,Rainy,14.65,76.44,11.33,Hilly,Soil,50.87,403.47,Evening,8.83,3,0.00,20.06,11.72,119.02,184.84,Yes
T01655,Digging,BLD001,Bulldozer,2,OP002,Expert,10,Sunny,18.83,52.08,5.79,Sandy,Soil,17.29,438.71,Afternoon,1.32,2,0.00,1.49,2.89,55.00,48.73,No
T01656,Lifting,DMP002,DumpTruck,5,OP020,Intermediate,6,Sunny,25.35,67.31,1.66,Hilly,Sand,34.30,30.67,Night,9.74,0,9.95,12.75,4.17,46.00,68.31,No
T01657,Trenching,EXC002,Excavator,2,OP013,Intermediate,3,Cloudy,9.59,41.21,2.10,Muddy,Sand,24.43,157.13,Morning,8.54,1,10.99,9.31,3.78,56.70,72.83,No
T01658,Lifting,LDR002,Loader,4,OP011,Intermediate,3,Snowy,0.24,56.71,18.69,Muddy,Concrete,27.59,147.47,Night,4.71,0,8.45,1.02,3.94,62.40,71.66,No
T01659,Trenching,CRN001,Crane,3,OP016,Expert,10,Cloudy,10.34,39.60,13.20,Muddy,Sand,22.50,181.17,Afternoon,5.48,3,0.00,9.11,3.25,56.70,55.16,No
T01660,Material Loading,BLD002,Bulldozer,5,OP009,Beginner,2,Rainy,25.37,62.77,18.15,Sandy,Debris,34.35,401.09,Morning,7.08,0,0.00,9.01,3.60,37.95,67.27,No
T01661,Compacting,CRN001,Crane,3,OP004,Beginner,1,Snowy,11.43,43.33,18.54,Muddy,Concrete,53.41,341.59,Afternoon,5.63,0,0.00,12.39,6.85,85.80,123.63,No
T01662,Grading,DMP002,DumpTruck,5,OP019,Intermediate,6,Snowy,13.33,48.22,0.00,Flat,Soil,11.82,155.03,Night,3.29,0,0.00,14.52,3.19,45.50,50.61,No
T01663,Trenching,EXC001,Excavator,7,OP009,Beginner,2,Sunny,22.30,36.92,6.52,Flat,Soil,19.58,66.54,Night,2.27,2,27.16,15.31,3.37,45.00,57.98,No
T01664,Lifting,DMP001,DumpTruck,6,OP018,Intermediate,4,Sunny,26.49,56.85,10.62,Hilly,Concrete,27.90,380.72,Night,9.99,3,13.77,3.25,4.15,46.00,63.93,Yes
T01665,Grading,LDR003,Loader,8,OP011,Intermediate,3,Windy,13.32,33.10,42.97,Hilly,Concrete,20.00,166.78,Afternoon,1.29,3,6.26,2.52,3.89,44.27,56.98,No
T01666,Lifting,BLD001,Bulldozer,2,OP001,Beginner,0,Rainy,26.02,65.75,7.28,Flat,Soil,6.65,37.48,Evening,8.00,0,3.55,11.93,3.91,46.00,72.68,No
T01667,Earth Excavation,BLD001,Bulldozer,2,OP007,Intermediate,3,Foggy,18.10,38.32,13.94,Flat,Sand,31.41,244.22,Afternoon,1.06,0,12.63,1.89,4.90,72.00,86.29,No
T01668,Lifting,EXC002,Excavator,2,OP001,Beginner,0,Cloudy,16.71,52.14,6.20,Muddy,Debris,56.21,412.62,Night,2.83,2,0.00,11.33,3.40,50.40,68.58,No
T01669,Trenching,EXC002,Excavator,2,OP019,Intermediate,6,Sunny,28.12,47.52,8.96,Muddy,Rock,10.59,447.96,Afternoon,2.80,2,0.00,0.00,4.04,54.00,63.81,No
T01670,Demolition,LDR001,Loader,1,OP019,Intermediate,6,Rainy,10.50,80.87,16.51,Muddy,Debris,44.70,386.66,Night,3.31,3,7.83,2.00,6.31,124.20,126.98,No
T01671,Trenching,BLD001,Bulldozer,2,OP019,Intermediate,6,Sunny,12.10,32.61,10.08,Hilly,Debris,20.30,296.65,Night,8.84,3,9.45,0.00,3.39,51.75,66.43,No
T01672,Material Loading,LDR001,Loader,1,OP001,Beginner,0,Rainy,22.79,53.98,6.19,Hilly,Soil,16.89,155.88,Morning,4.39,2,12.84,16.25,3.33,39.67,57.33,No
T01673,Material Loading,LDR003,Loader,8,OP001,Beginner,0,Cloudy,18.11,55.40,22.29,Sandy,Soil,9.21,90.58,Morning,6.31,3,4.30,10.67,3.90,34.65,59.37,No
T01674,Demolition,DMP002,DumpTruck,5,OP019,Intermediate,6,Sunny,24.27,33.97,2.41,Hilly,Debris,9.58,125.24,Morning,3.70,3,6.90,9.06,7.16,103.50,122.21,No
T01675,Grading,BLD001,Bulldozer,2,OP014,Beginner,2,Sunny,20.37,70.75,8.56,Muddy,Debris,9.18,177.82,Morning,9.32,0,8.83,17.51,3.51,42.00,67.41,Yes
T01676,Material Loading,DMP001,DumpTruck,6,OP009,Beginner,2,Sunny,25.82,48.06,0.00,Rocky,Debris,31.13,52.77,Morning,9.17,1,0.10,6.83,3.38,34.50,59.02,No
T01677,Compacting,EXC003,Excavator,5,OP008,Beginner,0,Sunny,17.46,50.28,17.84,Hilly,Rock,50.97,177.03,Night,1.24,2,16.24,18.44,5.13,63.25,86.78,No
T01678,Earth Excavation,LDR003,Loader,8,OP020,Intermediate,6,Windy,15.39,38.80,32.66,Muddy,Debris,29.06,97.96,Night,9.10,3,0.00,7.13,7.17,79.20,109.23,No
T01679,Digging,DMP002,DumpTruck,5,OP006,Intermediate,6,Windy,15.79,50.88,32.96,Sandy,Sand,49.23,326.35,Morning,0.30,2,0.84,6.32,4.41,60.50,70.51,No
T01680,Earth Excavation,DMP001,DumpTruck,6,OP017,Intermediate,6,Sunny,22.97,51.61,4.79,Sandy,Sand,29.49,47.97,Morning,1.85,3,12.23,9.38,4.72,66.00,70.69,No
T01681,Demolition,EXC002,Excavator,2,OP002,Expert,10,Cloudy,7.20,46.95,13.21,Flat,Soil,35.40,234.75,Afternoon,7.77,2,10.77,9.38,4.71,94.50,93.76,No
T01682,Trenching,CRN002,Crane,6,OP019,Intermediate,6,Rainy,21.19,85.65,13.12,Flat,Rock,43.53,177.94,Evening,5.61,3,1.80,10.85,3.29,51.75,60.92,Yes
T01683,Earth Excavation,EXC003,Excavator,5,OP019,Intermediate,6,Foggy,22.34,57.16,13.23,Hilly,Soil,47.10,232.57,Morning,9.14,3,9.28,10.53,5.72,82.80,102.07,No
T01684,Material Loading,DMP001,DumpTruck,6,OP003,Beginner,2,Cloudy,18.51,57.05,13.91,Muddy,Soil,5.01,477.07,Morning,7.00,1,5.88,18.70,4.04,37.80,62.70,No
T01685,Digging,DMP002,DumpTruck,5,OP019,Intermediate,6,Sunny,24.26,57.68,17.06,Muddy,Debris,27.88,391.70,Evening,3.35,0,3.38,0.00,4.41,60.00,69.96,No
T01686,Grading,BLD002,Bulldozer,5,OP001,Beginner,0,Cloudy,3.11,34.46,3.60,Hilly,Soil,13.19,46.83,Evening,8.73,1,13.55,10.89,3.95,42.26,72.79,Yes
T01687,Grading,BLD003,Bulldozer,5,OP012,Beginner,2,Sunny,17.75,56.59,5.60,Rocky,Concrete,21.00,341.73,Evening,9.58,2,12.14,11.13,4.00,40.25,67.03,No
T01688,Digging,CRN002,Crane,6,OP002,Expert,10,Foggy,17.04,47.69,12.02,Flat,Sand,21.31,148.47,Evening,9.17,3,2.70,7.64,3.65,60.00,66.65,No
T01689,Lifting,BLD002,Bulldozer,5,OP011,Intermediate,3,Windy,23.97,57.83,29.51,Rocky,Concrete,44.19,255.62,Morning,8.38,2,10.23,7.07,4.02,50.60,68.35,No
T01690,Digging,EXC003,Excavator,5,OP016,Expert,10,Cloudy,13.89,47.34,5.69,Sandy,Rock,27.68,151.67,Night,3.67,1,15.39,5.67,3.15,57.75,60.07,No
T01691,Grading,DMP001,DumpTruck,6,OP010,Beginner,0,Cloudy,17.94,54.52,8.44,Flat,Debris,55.14,211.60,Morning,1.59,2,0.00,10.94,3.50,36.75,59.22,No
T01692,Demolition,EXC001,Excavator,7,OP004,Beginner,1,Foggy,19.89,51.55,0.86,Rocky,Debris,50.19,171.79,Evening,4.92,3,0.00,4.62,11.70,124.20,190.67,No
T01693,Digging,EXC002,Excavator,2,OP007,Intermediate,3,Windy,13.17,75.67,31.86,Sandy,Soil,46.73,240.09,Evening,0.56,1,9.21,6.81,2.85,60.50,64.19,No
T01694,Trenching,BLD002,Bulldozer,5,OP011,Intermediate,3,Cloudy,11.39,62.28,1.82,Muddy,Soil,6.10,468.86,Morning,9.43,3,6.37,12.21,4.38,56.70,70.64,Yes
T01695,Earth Excavation,DMP001,DumpTruck,6,OP013,Intermediate,3,Cloudy,19.98,37.82,12.71,Rocky,Soil,48.45,391.05,Afternoon,8.18,0,0.00,8.55,6.52,72.45,101.33,No
T01696,Earth Excavation,CRN001,Crane,3,OP004,Beginner,1,Sunny,24.92,74.58,2.87,Flat,Rock,49.50,216.57,Evening,7.82,2,8.74,10.17,5.61,60.00,96.28,Yes
T01697,Digging,DMP001,DumpTruck,6,OP013,Intermediate,3,Cloudy,29.36,38.53,0.98,Muddy,Soil,56.88,183.26,Evening,3.29,0,3.20,3.79,4.65,63.00,75.61,No
T01698,Material Loading,LDR003,Loader,8,OP011,Intermediate,3,Sunny,19.98,46.01,8.22,Hilly,Sand,49.85,447.57,Afternoon,8.23,1,10.84,0.36,3.04,34.50,54.25,No
T01699,Compacting,GRD001,Grader,6,OP002,Expert,10,Cloudy,18.02,41.29,5.53,Rocky,Debris,17.00,389.65,Morning,3.43,3,0.00,0.00,3.89,66.41,65.10,No
T01700,Compacting,GRD002,Grader,6,OP019,Intermediate,6,Sunny,11.26,47.55,17.24,Muddy,Sand,30.59,318.65,Evening,1.35,3,0.00,5.59,4.36,66.00,76.95,No
T01701,Material Loading,CRN001,Crane,3,OP019,Intermediate,6,Cloudy,15.54,51.17,18.32,Flat,Sand,59.02,96.85,Morning,1.67,1,13.31,0.00,2.01,31.50,34.64,Yes
T01702,Earth Excavation,LDR002,Loader,4,OP007,Intermediate,3,Rainy,21.43,75.41,19.65,Muddy,Sand,46.53,119.14,Morning,2.49,1,0.00,9.99,5.32,82.80,90.23,No
T01703,Trenching,EXC001,Excavator,7,OP003,Beginner,2,Sunny,17.07,60.78,4.74,Sandy,Soil,5.34,134.21,Morning,8.91,2,0.54,9.80,4.85,49.50,84.19,No
T01704,Grading,EXC002,Excavator,2,OP010,Beginner,0,Rainy,10.31,100.00,11.48,Hilly,Rock,10.36,225.24,Afternoon,2.65,1,0.00,12.86,3.82,46.29,67.06,No
T01705,Compacting,LDR002,Loader,4,OP001,Beginner,0,Windy,11.85,46.37,44.55,Flat,Soil,42.35,222.17,Afternoon,3.78,3,7.85,11.48,5.54,60.50,89.37,No
T01706,Grading,GRD002,Grader,6,OP020,Intermediate,6,Cloudy,13.72,53.70,10.97,Hilly,Rock,59.60,332.45,Afternoon,9.70,3,0.78,9.12,3.58,42.26,62.50,No
T01707,Earth Excavation,CRN001,Crane,3,OP016,Expert,10,Rainy,21.71,74.99,12.07,Flat,Concrete,30.76,486.66,Afternoon,3.64,1,11.19,9.54,4.03,69.00,74.61,No
T01708,Trenching,EXC001,Excavator,7,OP003,Beginner,2,Windy,17.92,48.72,41.93,Muddy,Debris,49.00,362.24,Morning,4.63,3,14.19,14.11,5.72,59.40,92.16,No
T01709,Trenching,BLD003,Bulldozer,5,OP014,Beginner,2,Cloudy,18.08,64.62,11.42,Rocky,Rock,34.71,382.24,Morning,3.70,3,13.44,13.79,5.67,54.34,88.19,Yes
T01710,Lifting,BLD002,Bulldozer,5,OP014,Beginner,2,Sunny,23.48,47.55,13.71,Hilly,Rock,6.82,409.47,Morning,5.98,0,0.00,4.57,5.03,46.00,77.60,No
T01711,Digging,LDR003,Loader,8,OP005,Intermediate,3,Cloudy,11.24,39.41,29.13,Muddy,Soil,39.49,73.83,Morning,8.71,3,0.00,7.65,5.65,63.00,84.00,No
T01712,Compacting,DMP001,DumpTruck,6,OP011,Intermediate,3,Windy,24.17,58.70,34.71,Flat,Concrete,45.18,366.86,Afternoon,1.63,2,4.05,6.02,3.86,60.50,71.34,No
T01713,Compacting,LDR003,Loader,8,OP003,Beginner,2,Cloudy,10.32,48.36,12.05,Flat,Rock,8.90,253.52,Evening,9.17,0,6.02,5.59,6.38,57.75,94.92,No
T01714,Demolition,LDR003,Loader,8,OP017,Intermediate,6,Sunny,31.30,49.06,12.52,Sandy,Soil,53.98,343.60,Night,1.56,2,9.47,4.78,8.32,99.00,126.58,No
T01715,Demolition,DMP002,DumpTruck,5,OP005,Intermediate,3,Windy,8.58,50.74,33.52,Hilly,Rock,30.20,466.97,Morning,8.06,0,2.64,13.65,7.36,113.85,133.63,No
T01716,Earth Excavation,LDR001,Loader,1,OP011,Intermediate,3,Cloudy,14.14,38.22,16.53,Hilly,Soil,59.90,23.16,Night,1.65,1,10.52,6.99,3.40,72.45,69.65,No
T01717,Earth Excavation,LDR001,Loader,1,OP008,Beginner,0,Rainy,26.07,100.00,13.14,Rocky,Soil,45.30,165.50,Afternoon,3.87,1,0.00,14.83,5.35,79.35,105.64,No
T01718,Earth Excavation,BLD002,Bulldozer,5,OP015,Expert,9,Snowy,1.62,49.42,14.95,Flat,Sand,30.86,292.51,Afternoon,5.33,1,7.74,7.57,4.30,78.00,82.78,No
T01719,Earth Excavation,LDR002,Loader,4,OP003,Beginner,2,Foggy,19.54,50.07,18.81,Sandy,Debris,36.18,289.80,Evening,6.50,0,17.44,14.48,6.53,79.20,122.52,Yes
T01720,Grading,DMP001,DumpTruck,6,OP010,Beginner,0,Windy,25.50,37.12,36.56,Hilly,Soil,32.23,455.31,Afternoon,7.14,2,6.48,21.10,4.57,44.27,70.63,No
T01721,Digging,EXC003,Excavator,5,OP012,Beginner,2,Sunny,15.51,43.73,0.00,Muddy,Soil,8.60,354.65,Night,7.40,0,0.00,13.31,5.30,60.00,89.99,No
T01722,Lifting,BLD002,Bulldozer,5,OP013,Intermediate,3,Cloudy,9.30,59.02,15.67,Muddy,Debris,41.58,62.10,Afternoon,2.92,1,6.38,2.73,3.37,50.40,59.71,No
T01723,Grading,EXC002,Excavator,2,OP003,Beginner,2,Windy,22.33,58.24,32.78,Flat,Rock,8.21,444.72,Morning,9.82,0,5.12,11.21,4.08,38.50,65.96,No
T01724,Demolition,DMP001,DumpTruck,6,OP020,Intermediate,6,Rainy,21.08,93.69,10.35,Sandy,Concrete,55.27,22.83,Night,8.07,0,13.02,3.09,8.70,113.85,147.95,No
T01725,Material Loading,CRN001,Crane,3,OP005,Intermediate,3,Cloudy,24.32,41.90,18.95,Muddy,Soil,40.68,323.86,Night,6.63,2,10.66,7.14,2.86,37.80,53.59,No
T01726,Compacting,LDR003,Loader,8,OP001,Beginner,0,Cloudy,20.80,50.46,12.64,Sandy,Sand,5.93,416.86,Morning,4.85,1,3.91,13.62,6.13,63.53,92.01,No
T01727,Grading,EXC002,Excavator,2,OP008,Beginner,0,Sunny,19.09,50.42,13.98,Sandy,Debris,7.54,484.37,Afternoon,7.30,1,0.00,11.30,3.75,38.50,63.90,No
T01728,Digging,GRD002,Grader,6,OP016,Expert,10,Foggy,9.54,59.51,17.87,Rocky,Sand,34.69,470.21,Morning,6.62,3,0.00,5.05,4.39,69.00,74.77,No
T01729,Trenching,BLD003,Bulldozer,5,OP019,Intermediate,6,Sunny,13.55,54.46,2.95,Rocky,Sand,47.54,127.84,Night,8.96,1,10.45,8.58,3.65,51.75,75.26,No
T01730,Earth Excavation,CRN001,Crane,3,OP010,Beginner,0,Windy,24.35,44.55,31.94,Flat,Rock,8.47,222.66,Morning,4.29,3,12.75,13.18,5.18,66.00,87.53,No
T01731,Digging,EXC003,Excavator,5,OP009,Beginner,2,Sunny,24.72,28.00,15.30,Hilly,Sand,38.07,300.68,Morning,4.86,0,0.00,20.97,4.80,57.50,84.34,No
T01732,Compacting,BLD003,Bulldozer,5,OP016,Expert,10,Rainy,24.50,61.18,15.65,Rocky,Rock,18.77,390.15,Morning,7.28,0,3.63,8.08,4.22,72.74,67.79,No
T01733,Lifting,BLD001,Bulldozer,2,OP011,Intermediate,3,Cloudy,13.02,40.70,2.41,Sandy,Concrete,22.51,117.28,Morning,2.10,2,4.97,6.47,2.58,46.20,50.59,No
T01734,Lifting,LDR002,Loader,4,OP003,Beginner,2,Cloudy,19.53,52.36,3.61,Sandy,Sand,57.56,259.17,Morning,9.38,1,1.10,19.04,4.32,46.20,80.44,No
T01735,Trenching,LDR003,Loader,8,OP018,Intermediate,4,Sunny,23.41,33.95,19.12,Sandy,Debris,58.10,201.16,Afternoon,8.68,1,0.00,10.10,4.10,49.50,69.26,No
T01736,Digging,BLD003,Bulldozer,5,OP003,Beginner,2,Windy,21.94,48.93,36.50,Muddy,Concrete,5.10,168.75,Night,5.62,3,8.45,5.31,5.77,66.00,98.29,Yes
T01737,Lifting,CRN001,Crane,3,OP015,Expert,9,Cloudy,22.83,28.87,11.06,Flat,Soil,33.93,377.18,Afternoon,1.83,2,11.52,2.94,2.30,42.00,40.03,No
T01738,Demolition,CRN002,Crane,6,OP012,Beginner,2,Foggy,16.48,62.69,10.74,Flat,Debris,48.42,40.75,Night,1.42,3,15.89,7.50,9.42,108.00,160.15,No
T01739,Earth Excavation,DMP002,DumpTruck,5,OP016,Expert,10,Rainy,23.21,71.15,4.23,Sandy,Rock,49.31,395.89,Morning,0.39,1,0.00,3.60,3.95,75.90,70.25,No
T01740,Demolition,CRN002,Crane,6,OP004,Beginner,1,Cloudy,19.43,28.30,6.95,Sandy,Sand,59.21,318.73,Afternoon,7.00,3,0.00,7.56,9.46,103.95,161.06,No
T01741,Grading,LDR002,Loader,4,OP006,Intermediate,6,Sunny,19.49,24.33,10.03,Muddy,Debris,52.68,259.78,Evening,1.82,0,15.28,14.09,2.29,42.00,50.60,No
T01742,Material Loading,EXC002,Excavator,2,OP009,Beginner,2,Cloudy,22.21,33.02,13.17,Muddy,Concrete,55.25,252.46,Evening,2.52,3,5.91,11.06,3.27,37.80,55.36,No
T01743,Earth Excavation,BLD003,Bulldozer,5,OP009,Beginner,2,Cloudy,18.19,38.19,0.00,Sandy,Debris,37.28,379.22,Evening,9.90,1,9.07,9.17,6.92,69.30,111.64,No
